NodeID, HashPower (GH/s), ElectricPower (W), ElectricityCost (USD/kWh), TotalCycles
1,13060.955,1386.7687,0.14744024,1.3834235062174277E12
2,11528.597,1350.5317,0.06510195,2.862977505615842E12
3,10113.875,1416.3602,0.07063267,2.114812122179375E12
