NodeID, HashPower (GH/s), ElectricPower (W), ElectricityCost (USD/kWh), TotalCycles
1,13060.955,1386.7687,0.14744024,7.586612096761191E11
2,11528.597,1350.5317,0.06510195,7.586131461209697E11
3,10113.875,1416.3602,0.07063267,2.12930535562375E11
