NodeID, HashPower (GH/s), ElectricPower (W), ElectricityCost (USD/kWh), TotalCycles
1,13060.955,1386.7687,0.14744024,6.256993417024336E11
2,11528.597,1350.5317,0.06510195,5.2200494306310547E11
3,10113.875,1416.3602,0.07063267,7.1016428197175E11
