SimTime, SysTime, NodeID, BlockID, ParentID, Height, BlockContent, EvtType, Difficulty, Cycles
2202,1701358584132,1,3,-1,0,{13;11;12;5;1},Node Completes Validation,1.0E17,6.095E10
2975,1701358584137,1,5,-1,0,{16;17;20;14;8},Node Completes Validation,1.0E17,3.865E10
2975,1701358584137,1,5,3,2,{16;17;20;14;8},Appended On Chain (parentless),1.0E17,3.865E10
3174,1701358584139,1,7,-1,0,{10;4;19;15},Node Completes Validation,1.0E17,9.95E9
3174,1701358584139,1,7,5,3,{10;4;19;15},Appended On Chain (parentless),1.0E17,9.95E9
7585,1701358584153,1,9,-1,0,{21;28;54;30;26;37},Node Completes Validation,1.0E17,2.2055E11
7585,1701358584153,1,9,7,4,{21;28;54;30;26;37},Appended On Chain (parentless),1.0E17,2.2055E11
7712,1701358584154,1,11,-1,0,{38;44;46;35;49},Node Completes Validation,1.0E17,6.35E9
7712,1701358584154,1,11,9,5,{38;44;46;35;49},Appended On Chain (parentless),1.0E17,6.35E9
8222,1701358584157,3,3,-1,1,{13;11;12;5;1},Node Receives Propagated Block,-1.0,-1.0
8748,1701358584160,2,3,-1,1,{13;11;12;5;1},Node Receives Propagated Block,-1.0,-1.0
10337,1701358584168,3,7,5,3,{10;4;19;15},Node Receives Propagated Block,-1.0,-1.0
10337,1701358584168,3,7,5,-1,{10;4;19;15},Added to Orphans,-1.0,-1.0
10961,1701358584172,2,7,5,3,{10;4;19;15},Node Receives Propagated Block,-1.0,-1.0
10961,1701358584172,2,7,5,-1,{10;4;19;15},Added to Orphans,-1.0,-1.0
11004,1701358584172,3,5,3,2,{16;17;20;14;8},Node Receives Propagated Block,-1.0,-1.0
11004,1701358584172,3,5,3,2,{16;17;20;14;8},Appended On Chain (w/ parent),-1.0,-1.0
10961,1701358584172,2,7,5,3,{10;4;19;15},Appended On Chain (w/ parent),-1.0,-1.0
11704,1701358584175,2,5,3,2,{16;17;20;14;8},Node Receives Propagated Block,-1.0,-1.0
11704,1701358584175,2,5,3,2,{16;17;20;14;8},Appended On Chain (w/ parent),-1.0,-1.0
10961,1701358584172,2,7,5,3,{10;4;19;15},Appended On Chain (w/ parent),-1.0,-1.0
14079,1701358584182,1,13,-1,0,{53;60;82;63;94},Node Completes Validation,1.0E17,3.1835E11
14079,1701358584182,1,13,11,6,{53;60;82;63;94},Appended On Chain (parentless),1.0E17,3.1835E11
14289,1701358584183,1,15,-1,0,{72;73;87;77;52},Node Completes Validation,1.0E17,1.05E10
14289,1701358584183,1,15,13,7,{72;73;87;77;52},Appended On Chain (parentless),1.0E17,1.05E10
14711,1701358584184,1,17,-1,0,{93;91;48;43;25},Node Completes Validation,1.0E17,2.11E10
14711,1701358584184,1,17,15,8,{93;91;48;43;25},Appended On Chain (parentless),1.0E17,2.11E10
15027,1701358584185,1,19,-1,0,{76;70;78;62;99},Node Completes Validation,1.0E17,1.58E10
15027,1701358584185,1,19,17,9,{76;70;78;62;99},Appended On Chain (parentless),1.0E17,1.58E10
15094,1701358584186,3,9,7,4,{21;28;54;30;26;37},Node Receives Propagated Block,-1.0,-1.0
15094,1701358584186,3,9,7,4,{21;28;54;30;26;37},Appended On Chain (w/ parent),-1.0,-1.0
15238,1701358584186,3,11,9,5,{38;44;46;35;49},Node Receives Propagated Block,-1.0,-1.0
15238,1701358584186,3,11,9,5,{38;44;46;35;49},Appended On Chain (w/ parent),-1.0,-1.0
