NodeID, HashPower (GH/s), ElectricPower (W), ElectricityCost (USD/kWh), TotalCycles
1,111001.54,1383.9736,0.10751399,3.830663113046875E8
2,110997.02,1387.8018,0.12974991,4.5775172465625E8
3,111009.14,1358.4988,0.15108661,3.9630263203125E8
4,111001.54,1383.9736,0.10751399,3.68303106609375E8
5,110997.02,1387.8018,0.12974991,3.819407576484375E8
