NodeID, HashPower (GH/s), ElectricPower (W), ElectricityCost (USD/kWh), TotalCycles
1,5.0E7,1386.7687,0.14744024,2.08335E12
2,11528.597,1350.5317,0.06510195,2.5172674710062305E12
3,10113.875,1416.3602,0.07063267,2.173316722137875E12
