SimTime, SysTime, NodeID, BlockID, ParentID, Height, BlockContent, EvtType, Difficulty, Cycles
32202,1699947423441,3,3,-1,0,{21;13;53;28;54;60},Node Completes Validation,1.0E17,3.24341857375E8
38760,1699947423444,1,3,-1,1,{21;13;53;28;54;60},Node Receives Propagated Block,-1.0,-1.0
39735,1699947423444,2,3,-1,1,{21;13;53;28;54;60},Node Receives Propagated Block,-1.0,-1.0
2323924,1699947423445,1,5,-1,0,{82;63;30;11;94},Node Completes Validation,1.0E17,3.0339828050134766E10
2323924,1699947423445,1,5,3,2,{82;63;30;11;94},Appended On Chain (parentless),1.0E17,3.0339828050134766E10
2330115,1699947423447,3,5,3,2,{82;63;30;11;94},Node Receives Propagated Block,-1.0,-1.0
2330115,1699947423447,3,5,3,2,{82;63;30;11;94},Appended On Chain (w/ parent),-1.0,-1.0
2330655,1699947423447,2,5,3,2,{82;63;30;11;94},Node Receives Propagated Block,-1.0,-1.0
2330655,1699947423447,2,5,3,2,{82;63;30;11;94},Appended On Chain (w/ parent),-1.0,-1.0
5199528,1699947423448,1,7,-1,0,{72;26;37;73;87},Node Completes Validation,1.0E17,3.755813466647656E10
5199528,1699947423448,1,7,5,3,{72;26;37;73;87},Appended On Chain (parentless),1.0E17,3.755813466647656E10
5206812,1699947423448,3,7,5,3,{72;26;37;73;87},Node Receives Propagated Block,-1.0,-1.0
5206812,1699947423448,3,7,5,3,{72;26;37;73;87},Appended On Chain (w/ parent),-1.0,-1.0
5207447,1699947423449,2,7,5,3,{72;26;37;73;87},Node Receives Propagated Block,-1.0,-1.0
5207447,1699947423449,2,7,5,3,{72;26;37;73;87},Appended On Chain (w/ parent),-1.0,-1.0
5271455,1699947423449,2,9,-1,0,{16;77;52;38;44},Node Completes Validation,1.0E17,6.076518100842383E10
5271455,1699947423449,2,9,7,4,{16;77;52;38;44},Appended On Chain (parentless),1.0E17,6.076518100842383E10
5278308,1699947423449,1,9,7,4,{16;77;52;38;44},Node Receives Propagated Block,-1.0,-1.0
5278308,1699947423449,1,9,7,4,{16;77;52;38;44},Appended On Chain (w/ parent),-1.0,-1.0
5278695,1699947423450,3,9,7,4,{16;77;52;38;44},Node Receives Propagated Block,-1.0,-1.0
5278695,1699947423450,3,9,7,4,{16;77;52;38;44},Appended On Chain (w/ parent),-1.0,-1.0
6729908,1699947423450,2,11,-1,0,{93;46;35;91;49},Node Completes Validation,1.0E17,1.6813916413280273E10
6729908,1699947423450,2,11,9,5,{93;46;35;91;49},Appended On Chain (parentless),1.0E17,1.6813916413280273E10
6738188,1699947423451,1,11,9,5,{93;46;35;91;49},Node Receives Propagated Block,-1.0,-1.0
6738188,1699947423451,1,11,9,5,{93;46;35;91;49},Appended On Chain (w/ parent),-1.0,-1.0
6738656,1699947423452,3,11,9,5,{93;46;35;91;49},Node Receives Propagated Block,-1.0,-1.0
6738656,1699947423452,3,11,9,5,{93;46;35;91;49},Appended On Chain (w/ parent),-1.0,-1.0
8187579,1699947423452,2,13,-1,0,{48;17;43;25;76},Node Completes Validation,1.0E17,1.6804901050676758E10
8187579,1699947423452,2,13,11,6,{48;17;43;25;76},Appended On Chain (parentless),1.0E17,1.6804901050676758E10
8195681,1699947423453,1,13,11,6,{48;17;43;25;76},Node Receives Propagated Block,-1.0,-1.0
8195681,1699947423453,1,13,11,6,{48;17;43;25;76},Appended On Chain (w/ parent),-1.0,-1.0
8196140,1699947423453,3,13,11,6,{48;17;43;25;76},Node Receives Propagated Block,-1.0,-1.0
8196140,1699947423453,3,13,11,6,{48;17;43;25;76},Appended On Chain (w/ parent),-1.0,-1.0
10161728,1699947423454,1,15,-1,0,{70;12;78;62;99;20},Node Completes Validation,1.0E17,6.4811071288671875E10
10161728,1699947423454,1,15,13,7,{70;12;78;62;99;20},Appended On Chain (parentless),1.0E17,6.4811071288671875E10
10169836,1699947423454,3,15,13,7,{70;12;78;62;99;20},Node Receives Propagated Block,-1.0,-1.0
10169836,1699947423454,3,15,13,7,{70;12;78;62;99;20},Appended On Chain (w/ parent),-1.0,-1.0
10170543,1699947423455,2,15,13,7,{70;12;78;62;99;20},Node Receives Propagated Block,-1.0,-1.0
10170543,1699947423455,2,15,13,7,{70;12;78;62;99;20},Appended On Chain (w/ parent),-1.0,-1.0
12625310,1699947423455,1,17,-1,0,{55;86;57;95;90},Node Completes Validation,1.0E17,3.2176733833277344E10
12625310,1699947423455,1,17,15,8,{55;86;57;95;90},Appended On Chain (parentless),1.0E17,3.2176733833277344E10
12632940,1699947423456,3,17,15,8,{55;86;57;95;90},Node Receives Propagated Block,-1.0,-1.0
12632940,1699947423456,3,17,15,8,{55;86;57;95;90},Appended On Chain (w/ parent),-1.0,-1.0
12633605,1699947423457,2,17,15,8,{55;86;57;95;90},Node Receives Propagated Block,-1.0,-1.0
12633605,1699947423457,2,17,15,8,{55;86;57;95;90},Appended On Chain (w/ parent),-1.0,-1.0
14254662,1699947423457,2,19,-1,0,{39;14;36;59},Node Completes Validation,1.0E17,6.994495292918848E10
14254662,1699947423457,2,19,17,9,{39;14;36;59},Appended On Chain (parentless),1.0E17,6.994495292918848E10
14262862,1699947423458,1,19,17,9,{39;14;36;59},Node Receives Propagated Block,-1.0,-1.0
14262862,1699947423458,1,19,17,9,{39;14;36;59},Appended On Chain (w/ parent),-1.0,-1.0
14263326,1699947423459,3,19,17,9,{39;14;36;59},Node Receives Propagated Block,-1.0,-1.0
14263326,1699947423459,3,19,17,9,{39;14;36;59},Appended On Chain (w/ parent),-1.0,-1.0
16714916,1699947423459,1,21,-1,0,{61;71;5;79;41},Node Completes Validation,1.0E17,5.341416025323047E10
16714916,1699947423459,1,21,19,10,{61;71;5;79;41},Appended On Chain (parentless),1.0E17,5.341416025323047E10
16722202,1699947423460,3,21,19,10,{61;71;5;79;41},Node Receives Propagated Block,-1.0,-1.0
16722202,1699947423460,3,21,19,10,{61;71;5;79;41},Appended On Chain (w/ parent),-1.0,-1.0
16722838,1699947423460,2,21,19,10,{61;71;5;79;41},Node Receives Propagated Block,-1.0,-1.0
16722838,1699947423460,2,21,19,10,{61;71;5;79;41},Appended On Chain (w/ parent),-1.0,-1.0
17194286,1699947423460,2,23,-1,0,{1;27;42;84},Node Completes Validation,1.0E17,3.3889739485929688E10
17194286,1699947423460,2,23,21,11,{1;27;42;84},Appended On Chain (parentless),1.0E17,3.3889739485929688E10
17202399,1699947423461,1,23,21,11,{1;27;42;84},Node Receives Propagated Block,-1.0,-1.0
17202399,1699947423461,1,23,21,11,{1;27;42;84},Appended On Chain (w/ parent),-1.0,-1.0
17202858,1699947423462,3,23,21,11,{1;27;42;84},Node Receives Propagated Block,-1.0,-1.0
17202858,1699947423462,3,23,21,11,{1;27;42;84},Appended On Chain (w/ parent),-1.0,-1.0
18354262,1699947423462,1,25,-1,0,{18;45;8;10},Node Completes Validation,1.0E17,2.1411424463503906E10
18354262,1699947423462,1,25,23,12,{18;45;8;10},Appended On Chain (parentless),1.0E17,2.1411424463503906E10
18361568,1699947423463,3,25,23,12,{18;45;8;10},Node Receives Propagated Block,-1.0,-1.0
18361568,1699947423463,3,25,23,12,{18;45;8;10},Appended On Chain (w/ parent),-1.0,-1.0
18362205,1699947423463,2,25,23,12,{18;45;8;10},Node Receives Propagated Block,-1.0,-1.0
18362205,1699947423463,2,25,23,12,{18;45;8;10},Appended On Chain (w/ parent),-1.0,-1.0
19000509,1699947423463,2,27,-1,0,{83;97;85;88;58},Node Completes Validation,1.0E17,2.0823216480575195E10
19000509,1699947423463,2,27,25,13,{83;97;85;88;58},Appended On Chain (parentless),1.0E17,2.0823216480575195E10
19008848,1699947423464,1,27,25,13,{83;97;85;88;58},Node Receives Propagated Block,-1.0,-1.0
19008848,1699947423464,1,27,25,13,{83;97;85;88;58},Appended On Chain (w/ parent),-1.0,-1.0
19009320,1699947423464,3,27,25,13,{83;97;85;88;58},Node Receives Propagated Block,-1.0,-1.0
19009320,1699947423464,3,27,25,13,{83;97;85;88;58},Appended On Chain (w/ parent),-1.0,-1.0
20163268,1699947423464,3,29,-1,0,{67;33;47;32;23},Node Completes Validation,1.0E17,2.0360308514075E11
20163268,1699947423464,3,29,27,14,{67;33;47;32;23},Appended On Chain (parentless),1.0E17,2.0360308514075E11
20170934,1699947423465,1,29,27,14,{67;33;47;32;23},Node Receives Propagated Block,-1.0,-1.0
20170934,1699947423465,1,29,27,14,{67;33;47;32;23},Appended On Chain (w/ parent),-1.0,-1.0
20172074,1699947423466,2,29,27,14,{67;33;47;32;23},Node Receives Propagated Block,-1.0,-1.0
20172074,1699947423466,2,29,27,14,{67;33;47;32;23},Appended On Chain (w/ parent),-1.0,-1.0
21571434,1699947423466,2,31,-1,0,{69;4;19;56;65},Node Completes Validation,1.0E17,2.9639157418725586E10
21571434,1699947423466,2,31,29,15,{69;4;19;56;65},Appended On Chain (parentless),1.0E17,2.9639157418725586E10
21580247,1699947423467,1,31,29,15,{69;4;19;56;65},Node Receives Propagated Block,-1.0,-1.0
21580247,1699947423467,1,31,29,15,{69;4;19;56;65},Appended On Chain (w/ parent),-1.0,-1.0
21580746,1699947423467,3,31,29,15,{69;4;19;56;65},Node Receives Propagated Block,-1.0,-1.0
21580746,1699947423467,3,31,29,15,{69;4;19;56;65},Appended On Chain (w/ parent),-1.0,-1.0
25613967,1699947423468,1,33,-1,0,{15;40;81;9},Node Completes Validation,1.0E17,9.481868088543945E10
25613967,1699947423468,1,33,31,16,{15;40;81;9},Appended On Chain (parentless),1.0E17,9.481868088543945E10
25621239,1699947423468,3,33,31,16,{15;40;81;9},Node Receives Propagated Block,-1.0,-1.0
25621239,1699947423468,3,33,31,16,{15;40;81;9},Appended On Chain (w/ parent),-1.0,-1.0
25621874,1699947423469,2,33,31,16,{15;40;81;9},Node Receives Propagated Block,-1.0,-1.0
25621874,1699947423469,2,33,31,16,{15;40;81;9},Appended On Chain (w/ parent),-1.0,-1.0
27940724,1699947423470,2,35,-1,0,{64;75;98;74},Node Completes Validation,1.0E17,7.34289755459668E10
27940724,1699947423470,2,35,33,17,{64;75;98;74},Appended On Chain (parentless),1.0E17,7.34289755459668E10
27948485,1699947423470,1,35,33,17,{64;75;98;74},Node Receives Propagated Block,-1.0,-1.0
27948485,1699947423470,1,35,33,17,{64;75;98;74},Appended On Chain (w/ parent),-1.0,-1.0
27948924,1699947423471,3,35,33,17,{64;75;98;74},Node Receives Propagated Block,-1.0,-1.0
27948924,1699947423471,3,35,33,17,{64;75;98;74},Appended On Chain (w/ parent),-1.0,-1.0
29867761,1699947423471,3,37,-1,0,{2;6;31;22;89},Node Completes Validation,1.0E17,9.8150029140375E10
29867761,1699947423471,3,37,35,18,{2;6;31;22;89},Appended On Chain (parentless),1.0E17,9.8150029140375E10
29875862,1699947423471,1,37,35,18,{2;6;31;22;89},Node Receives Propagated Block,-1.0,-1.0
29875862,1699947423471,1,37,35,18,{2;6;31;22;89},Appended On Chain (w/ parent),-1.0,-1.0
29877066,1699947423472,2,37,35,18,{2;6;31;22;89},Node Receives Propagated Block,-1.0,-1.0
29877066,1699947423472,2,37,35,18,{2;6;31;22;89},Appended On Chain (w/ parent),-1.0,-1.0
42753024,1699947423472,1,39,-1,0,{50;7;92;100},Node Completes Validation,1.0E17,2.2385245355842383E11
42753024,1699947423472,1,39,37,19,{50;7;92;100},Appended On Chain (parentless),1.0E17,2.2385245355842383E11
42760336,1699947423473,3,39,37,19,{50;7;92;100},Node Receives Propagated Block,-1.0,-1.0
42760336,1699947423473,3,39,37,19,{50;7;92;100},Appended On Chain (w/ parent),-1.0,-1.0
42760973,1699947423473,2,39,37,19,{50;7;92;100},Node Receives Propagated Block,-1.0,-1.0
42760973,1699947423473,2,39,37,19,{50;7;92;100},Appended On Chain (w/ parent),-1.0,-1.0
52542987,1699947423474,1,41,-1,0,{3;66;34;96},Node Completes Validation,1.0E17,1.2786626695950586E11
52542987,1699947423474,1,41,39,20,{3;66;34;96},Appended On Chain (parentless),1.0E17,1.2786626695950586E11
52550082,1699947423475,3,41,39,20,{3;66;34;96},Node Receives Propagated Block,-1.0,-1.0
52550082,1699947423475,3,41,39,20,{3;66;34;96},Appended On Chain (w/ parent),-1.0,-1.0
52550701,1699947423475,2,41,39,20,{3;66;34;96},Node Receives Propagated Block,-1.0,-1.0
52550701,1699947423475,2,41,39,20,{3;66;34;96},Appended On Chain (w/ parent),-1.0,-1.0
55495785,1699947423475,1,43,-1,0,{80;68;51;29},Node Completes Validation,1.0E17,3.856636203277734E10
55495785,1699947423475,1,43,41,21,{80;68;51;29},Appended On Chain (parentless),1.0E17,3.856636203277734E10
55502844,1699947423476,3,43,41,21,{80;68;51;29},Node Receives Propagated Block,-1.0,-1.0
55502844,1699947423476,3,43,41,21,{80;68;51;29},Appended On Chain (w/ parent),-1.0,-1.0
55503459,1699947423477,2,43,41,21,{80;68;51;29},Node Receives Propagated Block,-1.0,-1.0
55503459,1699947423477,2,43,41,21,{80;68;51;29},Appended On Chain (w/ parent),-1.0,-1.0
