SimTime, SysTime, NodeID, BlockID, ParentID, Height, BlockContent, EvtType, Difficulty, Cycles
559663,1689185869085,3,3,-1,0,{21;13;53;28;54;60},Node Completes Validation,1.0E17,5.65901647875E9
566221,1689185869086,1,3,-1,1,{21;13;53;28;54;60},Node Receives Propagated Block,-1.0,-1.0
567196,1689185869086,2,3,-1,1,{21;13;53;28;54;60},Node Receives Propagated Block,-1.0,-1.0
3622531,1689185869086,2,5,-1,0,{82;63;30;11;94},Node Completes Validation,1.0E17,4.17554012569668E10
3622531,1689185869086,2,5,3,2,{82;63;30;11;94},Appended On Chain (parentless),1.0E17,4.17554012569668E10
3629132,1689185869087,1,5,3,2,{82;63;30;11;94},Node Receives Propagated Block,-1.0,-1.0
3629132,1689185869087,1,5,3,2,{82;63;30;11;94},Appended On Chain (w/ parent),-1.0,-1.0
3629505,1689185869087,3,5,3,2,{82;63;30;11;94},Node Receives Propagated Block,-1.0,-1.0
3629505,1689185869087,3,5,3,2,{82;63;30;11;94},Appended On Chain (w/ parent),-1.0,-1.0
11233912,1689185869087,3,7,-1,0,{72;26;37;73;87},Node Completes Validation,1.0E17,1.07958020104875E11
11233912,1689185869087,3,7,5,3,{72;26;37;73;87},Appended On Chain (parentless),1.0E17,1.07958020104875E11
11241242,1689185869088,1,7,5,3,{72;26;37;73;87},Node Receives Propagated Block,-1.0,-1.0
11241242,1689185869088,1,7,5,3,{72;26;37;73;87},Appended On Chain (w/ parent),-1.0,-1.0
11242332,1689185869088,2,7,5,3,{72;26;37;73;87},Node Receives Propagated Block,-1.0,-1.0
11242332,1689185869088,2,7,5,3,{72;26;37;73;87},Appended On Chain (w/ parent),-1.0,-1.0
12298762,1689185869088,2,9,-1,0,{16;77;52;38;44},Node Completes Validation,1.0E17,1.0002476789880176E11
12298762,1689185869088,2,9,7,4,{16;77;52;38;44},Appended On Chain (parentless),1.0E17,1.0002476789880176E11
12306984,1689185869088,1,9,7,4,{16;77;52;38;44},Node Receives Propagated Block,-1.0,-1.0
12306984,1689185869088,1,9,7,4,{16;77;52;38;44},Appended On Chain (w/ parent),-1.0,-1.0
12307449,1689185869089,3,9,7,4,{16;77;52;38;44},Node Receives Propagated Block,-1.0,-1.0
12307449,1689185869089,3,9,7,4,{16;77;52;38;44},Appended On Chain (w/ parent),-1.0,-1.0
13601559,1689185869089,3,11,-1,0,{93;46;35;91;49},Node Completes Validation,1.0E17,2.3946085802125E10
13601559,1689185869089,3,11,9,5,{93;46;35;91;49},Appended On Chain (parentless),1.0E17,2.3946085802125E10
13609287,1689185869089,1,11,9,5,{93;46;35;91;49},Node Receives Propagated Block,-1.0,-1.0
13609287,1689185869089,1,11,9,5,{93;46;35;91;49},Appended On Chain (w/ parent),-1.0,-1.0
13610436,1689185869090,2,11,9,5,{93;46;35;91;49},Node Receives Propagated Block,-1.0,-1.0
13610436,1689185869090,2,11,9,5,{93;46;35;91;49},Appended On Chain (w/ parent),-1.0,-1.0
14475189,1689185869090,2,13,-1,0,{48;17;43;25;76},Node Completes Validation,1.0E17,2.5091149085782227E10
14475189,1689185869090,2,13,11,6,{48;17;43;25;76},Appended On Chain (parentless),1.0E17,2.5091149085782227E10
14483380,1689185869090,1,13,11,6,{48;17;43;25;76},Node Receives Propagated Block,-1.0,-1.0
14483380,1689185869090,1,13,11,6,{48;17;43;25;76},Appended On Chain (w/ parent),-1.0,-1.0
14483843,1689185869090,3,13,11,6,{48;17;43;25;76},Node Receives Propagated Block,-1.0,-1.0
14483843,1689185869090,3,13,11,6,{48;17;43;25;76},Appended On Chain (w/ parent),-1.0,-1.0
19299748,1689185869091,1,15,-1,0,{70;12;78;62;99;20},Node Completes Validation,1.0E17,2.5206030272829102E11
19299748,1689185869091,1,15,13,7,{70;12;78;62;99;20},Appended On Chain (parentless),1.0E17,2.5206030272829102E11
19306438,1689185869091,3,15,13,7,{70;12;78;62;99;20},Node Receives Propagated Block,-1.0,-1.0
19306438,1689185869091,3,15,13,7,{70;12;78;62;99;20},Appended On Chain (w/ parent),-1.0,-1.0
19307021,1689185869091,2,15,13,7,{70;12;78;62;99;20},Node Receives Propagated Block,-1.0,-1.0
19307021,1689185869091,2,15,13,7,{70;12;78;62;99;20},Appended On Chain (w/ parent),-1.0,-1.0
26658163,1689185869091,2,17,-1,0,{55;86;57;95;90},Node Completes Validation,1.0E17,1.4045259360511914E11
26658163,1689185869091,2,17,15,8,{55;86;57;95;90},Appended On Chain (parentless),1.0E17,1.4045259360511914E11
26666863,1689185869092,1,17,15,8,{55;86;57;95;90},Node Receives Propagated Block,-1.0,-1.0
26666863,1689185869092,1,17,15,8,{55;86;57;95;90},Appended On Chain (w/ parent),-1.0,-1.0
26667355,1689185869092,3,17,15,8,{55;86;57;95;90},Node Receives Propagated Block,-1.0,-1.0
26667355,1689185869092,3,17,15,8,{55;86;57;95;90},Appended On Chain (w/ parent),-1.0,-1.0
27651099,1689185869092,2,19,-1,0,{39;14;36;59},Node Completes Validation,1.0E17,1.1447158672742188E10
27651099,1689185869092,2,19,17,9,{39;14;36;59},Appended On Chain (parentless),1.0E17,1.1447158672742188E10
27658394,1689185869092,1,19,17,9,{39;14;36;59},Node Receives Propagated Block,-1.0,-1.0
27658394,1689185869092,1,19,17,9,{39;14;36;59},Appended On Chain (w/ parent),-1.0,-1.0
27658806,1689185869093,3,19,17,9,{39;14;36;59},Node Receives Propagated Block,-1.0,-1.0
27658806,1689185869093,3,19,17,9,{39;14;36;59},Appended On Chain (w/ parent),-1.0,-1.0
32027989,1689185869093,2,21,-1,0,{61;71;5;79;41},Node Completes Validation,1.0E17,5.045939952135742E10
32027989,1689185869093,2,21,19,10,{61;71;5;79;41},Appended On Chain (parentless),1.0E17,5.045939952135742E10
32036538,1689185869093,1,21,19,10,{61;71;5;79;41},Node Receives Propagated Block,-1.0,-1.0
32036538,1689185869093,1,21,19,10,{61;71;5;79;41},Appended On Chain (w/ parent),-1.0,-1.0
32037021,1689185869093,3,21,19,10,{61;71;5;79;41},Node Receives Propagated Block,-1.0,-1.0
32037021,1689185869093,3,21,19,10,{61;71;5;79;41},Appended On Chain (w/ parent),-1.0,-1.0
35907196,1689185869094,3,23,-1,0,{1;27;42;84},Node Completes Validation,1.0E17,2.25596424413375E11
35907196,1689185869094,3,23,21,11,{1;27;42;84},Appended On Chain (parentless),1.0E17,2.25596424413375E11
35914453,1689185869095,1,23,21,11,{1;27;42;84},Node Receives Propagated Block,-1.0,-1.0
35914453,1689185869095,1,23,21,11,{1;27;42;84},Appended On Chain (w/ parent),-1.0,-1.0
35915532,1689185869095,2,23,21,11,{1;27;42;84},Node Receives Propagated Block,-1.0,-1.0
35915532,1689185869095,2,23,21,11,{1;27;42;84},Appended On Chain (w/ parent),-1.0,-1.0
36979654,1689185869095,1,25,-1,0,{18;45;8;10},Node Completes Validation,1.0E17,2.3091645805147266E11
36979654,1689185869095,1,25,23,12,{18;45;8;10},Appended On Chain (parentless),1.0E17,2.3091645805147266E11
36987244,1689185869095,3,25,23,12,{18;45;8;10},Node Receives Propagated Block,-1.0,-1.0
