EventID, SimTime, SysTime, EventType, Node, Object
1,97,1691515020422,Event_NewTransactionArrival,5,1
2,545,1691515020446,Event_NewTransactionArrival,5,2
3,545,1691515020447,Event_ContainerValidation,5,1
4,602,1691515020447,Event_NewTransactionArrival,5,3
5,605,1691515020448,Event_NewTransactionArrival,6,4
6,618,1691515020448,Event_NewTransactionArrival,1,5
7,758,1691515020448,Event_TransactionPropagation,9,1
8,818,1691515020448,Event_TransactionPropagation,8,1
9,842,1691515020448,Event_NewTransactionArrival,5,6
10,842,1691515020449,Event_ContainerValidation,5,3
11,853,1691515020449,Event_TransactionPropagation,7,1
12,861,1691515020449,Event_TransactionPropagation,1,1
13,861,1691515020449,Event_ContainerValidation,1,5
14,884,1691515020449,Event_TransactionPropagation,4,1
15,892,1691515020449,Event_TransactionPropagation,6,1
16,892,1691515020449,Event_ContainerValidation,6,7
17,928,1691515020450,Event_NewTransactionArrival,7,7
18,981,1691515020450,Event_TransactionPropagation,2,1
19,987,1691515020450,Event_TransactionPropagation,9,2
20,987,1691515020450,Event_ContainerValidation,9,9
21,1020,1691515020450,Event_TransactionPropagation,10,1
22,1027,1691515020450,Event_TransactionPropagation,8,2
23,1027,1691515020450,Event_ContainerValidation,8,11
24,1050,1691515020450,Event_TransactionPropagation,7,2
25,1050,1691515020451,Event_ContainerValidation,7,13
26,1056,1691515020451,Event_TransactionPropagation,1,2
27,1071,1691515020451,Event_TransactionPropagation,4,2
28,1071,1691515020451,Event_ContainerValidation,4,15
29,1076,1691515020451,Event_TransactionPropagation,6,2
30,1079,1691515020451,Event_TransactionPropagation,3,1
31,1136,1691515020451,Event_TransactionPropagation,2,2
32,1136,1691515020451,Event_ContainerValidation,2,17
33,1162,1691515020451,Event_TransactionPropagation,10,2
34,1162,1691515020451,Event_ContainerValidation,10,19
35,1202,1691515020451,Event_TransactionPropagation,3,2
36,1202,1691515020451,Event_ContainerValidation,3,21
37,1261,1691515020452,Event_NewTransactionArrival,5,8
38,1271,1691515020452,Event_NewTransactionArrival,2,9
39,1290,1691515020452,Event_NewTransactionArrival,6,10
40,1315,1691515020452,Event_NewTransactionArrival,7,11
41,1318,1691515020452,Event_NewTransactionArrival,2,12
42,1318,1691515020452,Event_ContainerValidation,2,23
43,1335,1691515020452,Event_NewTransactionArrival,1,13
44,1353,1691515020452,Event_NewTransactionArrival,8,14
45,1399,1691515020452,Event_NewTransactionArrival,5,15
46,1399,1691515020452,Event_TransactionPropagation,1,7
47,1399,1691515020453,Event_ContainerValidation,1,25
48,1413,1691515020453,Event_TransactionPropagation,7,5
49,1413,1691515020453,Event_ContainerValidation,7,27
50,1428,1691515020453,Event_TransactionPropagation,4,7
51,1429,1691515020453,Event_TransactionPropagation,9,3
52,1440,1691515020453,Event_TransactionPropagation,3,7
53,1446,1691515020453,Event_TransactionPropagation,9,7
54,1451,1691515020453,Event_NewTransactionArrival,6,16
55,1451,1691515020454,Event_ContainerValidation,6,29
56,1457,1691515020454,Event_TransactionPropagation,8,5
57,1457,1691515020454,Event_ContainerValidation,8,31
58,1459,1691515020454,Event_TransactionPropagation,5,7
59,1459,1691515020454,Event_ContainerValidation,5,33
60,1472,1691515020454,Event_TransactionPropagation,10,7
61,1504,1691515020454,Event_TransactionPropagation,3,5
62,1505,1691515020454,Event_TransactionPropagation,8,3
63,1508,1691515020454,Event_TransactionPropagation,10,5
64,1524,1691515020454,Event_TransactionPropagation,8,7
65,1524,1691515020454,Event_TransactionPropagation,5,5
66,1548,1691515020455,Event_TransactionPropagation,7,3
67,1557,1691515020455,Event_TransactionPropagation,2,5
68,1558,1691515020455,Event_TransactionPropagation,1,3
69,1572,1691515020455,Event_NewTransactionArrival,10,17
70,1572,1691515020455,Event_TransactionPropagation,4,5
71,1572,1691515020455,Event_ContainerValidation,10,35
72,1577,1691515020455,Event_TransactionPropagation,2,7
73,1582,1691515020455,Event_TransactionPropagation,9,5
74,1582,1691515020455,Event_ContainerValidation,9,37
75,1587,1691515020455,Event_TransactionPropagation,4,3
76,1587,1691515020456,Event_ContainerValidation,4,39
77,1592,1691515020456,Event_TransactionPropagation,9,6
78,1597,1691515020456,Event_TransactionPropagation,6,3
79,1604,1691515020456,Event_TransactionPropagation,6,7
80,1661,1691515020456,Event_TransactionPropagation,8,6
81,1661,1691515020456,Event_ContainerValidation,8,41
82,1670,1691515020456,Event_TransactionPropagation,4,4
83,1700,1691515020456,Event_TransactionPropagation,7,6
84,1700,1691515020456,Event_ContainerValidation,7,43
85,1708,1691515020456,Event_TransactionPropagation,2,3
86,1708,1691515020457,Event_ContainerValidation,2,45
87,1709,1691515020457,Event_TransactionPropagation,1,6
88,1709,1691515020457,Event_ContainerValidation,1,47
89,1728,1691515020457,Event_TransactionPropagation,3,4
90,1728,1691515020457,Event_ContainerValidation,3,49
91,1735,1691515020457,Event_TransactionPropagation,4,6
92,1735,1691515020457,Event_ContainerValidation,4,51
93,1744,1691515020458,Event_TransactionPropagation,6,6
94,1744,1691515020458,Event_ContainerValidation,6,53
95,1758,1691515020458,Event_TransactionPropagation,10,3
96,1765,1691515020458,Event_TransactionPropagation,5,4
97,1765,1691515020458,Event_ContainerValidation,5,55
98,1784,1691515020458,Event_TransactionPropagation,10,4
99,1819,1691515020458,Event_TransactionPropagation,2,4
100,1823,1691515020458,Event_TransactionPropagation,3,12
101,1832,1691515020458,Event_TransactionPropagation,3,3
102,1832,1691515020458,Event_ContainerValidation,3,57
103,1844,1691515020458,Event_TransactionPropagation,10,12
104,1844,1691515020458,Event_ContainerValidation,10,59
105,1845,1691515020458,Event_TransactionPropagation,2,6
106,1845,1691515020459,Event_ContainerValidation,2,61
107,1855,1691515020459,Event_TransactionPropagation,8,4
108,1890,1691515020459,Event_TransactionPropagation,10,6
109,1890,1691515020459,Event_TransactionPropagation,4,12
110,1898,1691515020459,Event_TransactionPropagation,1,12
111,1905,1691515020459,Event_TransactionPropagation,3,9
112,1927,1691515020459,Event_TransactionPropagation,6,12
113,1933,1691515020459,Event_TransactionPropagation,10,9
114,1948,1691515020459,Event_TransactionPropagation,6,5
115,1948,1691515020459,Event_ContainerValidation,6,63
116,1951,1691515020459,Event_TransactionPropagation,9,4
117,1951,1691515020459,Event_ContainerValidation,9,65
118,1953,1691515020459,Event_NewTransactionArrival,9,18
119,1956,1691515020459,Event_TransactionPropagation,8,12
120,1956,1691515020459,Event_ContainerValidation,8,67
121,1957,1691515020459,Event_TransactionPropagation,3,6
122,1965,1691515020459,Event_TransactionPropagation,5,12
123,1990,1691515020459,Event_TransactionPropagation,4,9
124,1990,1691515020460,Event_ContainerValidation,4,69
125,1994,1691515020460,Event_TransactionPropagation,7,12
126,2000,1691515020460,Event_TransactionPropagation,1,9
127,2000,1691515020460,Event_ContainerValidation,1,71
128,2010,1691515020460,Event_TransactionPropagation,7,4
129,2010,1691515020460,Event_ContainerValidation,7,73
130,2021,1691515020460,Event_TransactionPropagation,9,12
131,2021,1691515020460,Event_ContainerValidation,9,75
132,2037,1691515020460,Event_TransactionPropagation,6,9
133,2071,1691515020460,Event_TransactionPropagation,9,8
134,2073,1691515020460,Event_TransactionPropagation,8,9
135,2085,1691515020460,Event_TransactionPropagation,5,9
136,2085,1691515020460,Event_ContainerValidation,5,77
137,2088,1691515020460,Event_TransactionPropagation,1,11
138,2100,1691515020460,Event_TransactionPropagation,4,10
139,2118,1691515020460,Event_TransactionPropagation,1,14
140,2118,1691515020460,Event_ContainerValidation,1,79
141,2119,1691515020460,Event_TransactionPropagation,3,14
142,2119,1691515020460,Event_ContainerValidation,3,81
143,2121,1691515020460,Event_TransactionPropagation,7,9
144,2127,1691515020460,Event_TransactionPropagation,10,14
145,2127,1691515020461,Event_ContainerValidation,10,83
146,2133,1691515020461,Event_TransactionPropagation,5,14
147,2136,1691515020461,Event_TransactionPropagation,4,11
148,2136,1691515020461,Event_ContainerValidation,4,85
149,2145,1691515020461,Event_TransactionPropagation,8,8
150,2145,1691515020461,Event_TransactionPropagation,3,10
151,2155,1691515020461,Event_TransactionPropagation,9,9
152,2155,1691515020461,Event_TransactionPropagation,3,11
153,2155,1691515020461,Event_ContainerValidation,3,87
154,2162,1691515020461,Event_TransactionPropagation,9,15
155,2162,1691515020461,Event_ContainerValidation,9,89
156,2166,1691515020461,Event_TransactionPropagation,9,11
157,2169,1691515020461,Event_NewTransactionArrival,3,19
158,2173,1691515020461,Event_TransactionPropagation,5,10
159,2173,1691515020462,Event_ContainerValidation,5,91
160,2186,1691515020462,Event_TransactionPropagation,5,11
161,2187,1691515020462,Event_TransactionPropagation,10,10
162,2188,1691515020462,Event_TransactionPropagation,7,8
163,2198,1691515020462,Event_TransactionPropagation,1,8
164,2200,1691515020462,Event_TransactionPropagation,4,14
165,2209,1691515020462,Event_TransactionPropagation,10,11
166,2209,1691515020462,Event_ContainerValidation,10,93
167,2214,1691515020462,Event_TransactionPropagation,2,10
168,2226,1691515020462,Event_TransactionPropagation,4,8
169,2226,1691515020462,Event_ContainerValidation,4,95
170,2232,1691515020462,Event_TransactionPropagation,8,15
171,2232,1691515020462,Event_ContainerValidation,8,97
172,2235,1691515020462,Event_TransactionPropagation,6,8
173,2241,1691515020462,Event_TransactionPropagation,8,10
174,2242,1691515020462,Event_TransactionPropagation,1,4
175,2263,1691515020462,Event_TransactionPropagation,4,16
176,2270,1691515020462,Event_TransactionPropagation,7,14
177,2270,1691515020463,Event_ContainerValidation,7,99
178,2272,1691515020463,Event_TransactionPropagation,7,15
179,2275,1691515020463,Event_TransactionPropagation,7,13
180,2278,1691515020463,Event_TransactionPropagation,6,14
181,2278,1691515020463,Event_ContainerValidation,6,101
182,2281,1691515020463,Event_TransactionPropagation,1,15
183,2281,1691515020463,Event_ContainerValidation,1,103
184,2293,1691515020463,Event_TransactionPropagation,8,11
185,2293,1691515020463,Event_ContainerValidation,8,105
186,2295,1691515020463,Event_TransactionPropagation,2,14
187,2295,1691515020463,Event_ContainerValidation,2,107
188,2307,1691515020463,Event_TransactionPropagation,3,16
189,2308,1691515020463,Event_TransactionPropagation,4,15
190,2314,1691515020463,Event_TransactionPropagation,9,10
191,2314,1691515020464,Event_ContainerValidation,9,109
192,2317,1691515020464,Event_TransactionPropagation,6,15
193,2323,1691515020464,Event_NewTransactionArrival,3,20
194,2323,1691515020464,Event_ContainerValidation,3,111
