SimTime, SysTime, NodeID, BlockID, ParentBlockID, Height, Concent, Place
23204,1691515020592,1,773,755,40,{95;97;92}, blockchain
23204,1691515020592,1,755,749,39,{93;94}, blockchain
23204,1691515020592,1,749,729,38,{98;100}, blockchain
23204,1691515020592,1,729,719,37,{91;89}, blockchain
23204,1691515020592,1,719,693,36,{90;85;88}, blockchain
23204,1691515020592,1,693,677,35,{87;86}, blockchain
23204,1691515020592,1,677,653,34,{83;84}, blockchain
23204,1691515020592,1,653,645,33,{81;82}, blockchain
23204,1691515020592,1,645,631,32,{75;79}, blockchain
23204,1691515020592,1,631,617,31,{77;80}, blockchain
23204,1691515020592,1,617,601,30,{74;76}, blockchain
23204,1691515020592,1,601,557,29,{78;73;72}, blockchain
23204,1691515020592,1,557,527,28,{70;68;69}, blockchain
23204,1691515020592,1,527,511,27,{71;65;67}, blockchain
23204,1691515020592,1,511,481,26,{63;66;64}, blockchain
23204,1691515020592,1,481,459,25,{61;57;60}, blockchain
23204,1691515020592,1,459,445,24,{59;58}, blockchain
23204,1691515020592,1,445,407,23,{62;56}, blockchain
23204,1691515020592,1,407,401,22,{53;51}, blockchain
23204,1691515020592,1,401,383,21,{52;55;50}, blockchain
23204,1691515020592,1,383,373,20,{54;48}, blockchain
23204,1691515020592,1,373,350,19,{47;49}, blockchain
23204,1691515020592,1,350,345,18,{45;46}, blockchain
23204,1691515020592,1,345,319,17,{44;43}, blockchain
23204,1691515020592,1,319,301,16,{42;39;41}, blockchain
23204,1691515020592,1,301,293,15,{40;38}, blockchain
23204,1691515020592,1,293,259,14,{30;31;36}, blockchain
23204,1691515020592,1,259,223,13,{34;33;32}, blockchain
23204,1691515020592,1,223,216,12,{28;37;35}, blockchain
23204,1691515020592,1,216,189,11,{29;26;27}, blockchain
23204,1691515020592,1,189,173,10,{25;24;22}, blockchain
23204,1691515020592,1,173,153,9,{21;23}, blockchain
23204,1691515020592,1,153,137,8,{20;16;19}, blockchain
23204,1691515020592,1,137,103,7,{18;10;17}, blockchain
23204,1691515020592,1,103,79,6,{15;8;4}, blockchain
23204,1691515020592,1,79,71,5,{14;11}, blockchain
