NodeID, HashPower (GH/s), ElectricPower (W), ElectricityCost (USD/kWh), TotalCycles
1,13060.955,1386.7687,0.14744024,6.070563303382441E11
2,11528.597,1350.5317,0.06510195,5.935901040277031E11
3,10113.875,1416.3602,0.07063267,5.0500024159125E11
