NodeID, HashPower (GH/s), ElectricPower (W), ElectricityCost (USD/kWh), TotalCycles
1,50000.0,1386.7687,0.14744024,1.79104085E12
2,11528.597,1350.5317,0.06510195,2.5256371284383135E12
3,10113.875,1416.3602,0.07063267,1.729640565894375E12
