SimTime, SysTime, NodeID, BlockID, ParentID, Height, BlockContent, EvtType, Difficulty, Cycles
1905686,1700125000889,1,3,-1,0,{21;13;53;28;54;60},Node Completes Validation,1.0E17,2.487724032016992E10
1912190,1700125000892,3,3,-1,1,{21;13;53;28;54;60},Node Receives Propagated Block,-1.0,-1.0
1912758,1700125000893,2,3,-1,1,{21;13;53;28;54;60},Node Receives Propagated Block,-1.0,-1.0
7433396,1700125000893,2,5,-1,0,{21;13;53;28;54;60},Node Completes Validation,1.0E17,8.56893268427041E10
7433396,1700125000893,2,5,-1,0,{21;13;53;28;54;60},Discarding own Block (ERROR),1.0E17,8.56893268427041E10
16218786,1700125000893,2,7,-1,0,{82;63;30;11;94},Node Completes Validation,1.0E17,1.0128321798375977E11
16218786,1700125000893,2,7,3,2,{82;63;30;11;94},Appended On Chain (parentless),1.0E17,1.0128321798375977E11
16226806,1700125000895,1,7,3,2,{82;63;30;11;94},Node Receives Propagated Block,-1.0,-1.0
16226806,1700125000895,1,7,3,2,{82;63;30;11;94},Appended On Chain (w/ parent),-1.0,-1.0
16227259,1700125000896,3,7,3,2,{82;63;30;11;94},Node Receives Propagated Block,-1.0,-1.0
16227259,1700125000896,3,7,3,2,{82;63;30;11;94},Appended On Chain (w/ parent),-1.0,-1.0
16455055,1700125000896,1,9,-1,0,{82;63;30;11;94},Node Completes Validation,1.0E17,1.9002865492406445E11
16455055,1700125000896,1,9,-1,0,{82;63;30;11;94},Discarding own Block (ERROR),1.0E17,1.9002865492406445E11
22505609,1700125000897,3,11,-1,0,{21;13;53;28;54;60},Node Completes Validation,1.0E17,2.276175710795E11
22505609,1700125000897,3,11,-1,0,{21;13;53;28;54;60},Discarding own Block (ERROR),1.0E17,2.276175710795E11
28622582,1700125000897,3,13,-1,0,{82;63;30;11;94},Node Completes Validation,1.0E17,6.1866300300375E10
28622582,1700125000897,3,13,-1,0,{82;63;30;11;94},Discarding own Block (ERROR),1.0E17,6.1866300300375E10
