SimTime, SysTime, NodeID, BlockID, ParentBlockID, Height, Concent, Place
20986,1691542399912,1,775,759,40,{95;97}, blockchain
20986,1691542399912,1,759,747,39,{100;94;92}, blockchain
20986,1691542399912,1,747,731,38,{93;91}, blockchain
20986,1691542399912,1,731,715,37,{98;90}, blockchain
20986,1691542399912,1,715,685,36,{86;89;88}, blockchain
20986,1691542399912,1,685,677,35,{87;85}, blockchain
20986,1691542399912,1,677,656,34,{83;84}, blockchain
20986,1691542399912,1,656,641,33,{81;82}, blockchain
20986,1691542399912,1,641,621,32,{80;79}, blockchain
20986,1691542399912,1,621,605,31,{77;76}, blockchain
20986,1691542399912,1,605,585,30,{75;78;73}, blockchain
20986,1691542399912,1,585,547,29,{74;69;72}, blockchain
20986,1691542399912,1,547,523,28,{70;68;67}, blockchain
20986,1691542399912,1,523,509,27,{66;71;65}, blockchain
20986,1691542399912,1,509,477,26,{63;64;60}, blockchain
20986,1691542399912,1,477,457,25,{58;61;57}, blockchain
20986,1691542399912,1,457,427,24,{59;56}, blockchain
20986,1691542399912,1,427,410,23,{62;51}, blockchain
20986,1691542399912,1,410,395,22,{53;52;50}, blockchain
20986,1691542399912,1,395,385,21,{48;55}, blockchain
20986,1691542399912,1,385,365,20,{54;49}, blockchain
20986,1691542399912,1,365,345,19,{47;43;46}, blockchain
20986,1691542399912,1,345,325,18,{44;45}, blockchain
20986,1691542399912,1,325,305,17,{42;39;41}, blockchain
20986,1691542399912,1,305,271,16,{40;38;36}, blockchain
20986,1691542399912,1,271,253,15,{31;32}, blockchain
20986,1691542399912,1,253,229,14,{33;30}, blockchain
20986,1691542399912,1,229,223,13,{34;37}, blockchain
20986,1691542399912,1,223,209,12,{29;28}, blockchain
20986,1691542399912,1,209,189,11,{35;26;27}, blockchain
20986,1691542399912,1,189,173,10,{25;24;22}, blockchain
20986,1691542399912,1,173,156,9,{21;23}, blockchain
20986,1691542399912,1,156,127,8,{18;20;19}, blockchain
20986,1691542399912,1,127,103,7,{15;17;16}, blockchain
20986,1691542399912,1,103,85,6,{11;8}, blockchain
20986,1691542399912,1,85,67,5,{14;10;9}, blockchain
20986,1691542399912,1,67,51,4,{12;4}, blockchain
20986,1691542399912,1,51,27,3,{6;3}, blockchain
20986,1691542399912,1,27,5,2,{2;7;13}, blockchain
20986,1691542399912,1,5,-1,1,{1;5}, blockchain
20986,1691542399912,2,803,787,41,{100;99;96}, blockchain
20986,1691542399912,2,787,751,40,{98;94}, blockchain
20986,1691542399912,2,751,741,39,{91;92}, blockchain
20986,1691542399912,2,741,729,38,{93;97}, blockchain
20986,1691542399912,2,729,711,37,{95;90}, blockchain
20986,1691542399912,2,711,699,36,{86;89;88}, blockchain
20986,1691542399912,2,699,673,35,{87;85;84}, blockchain
20986,1691542399912,2,673,647,34,{83;82}, blockchain
20986,1691542399912,2,647,627,33,{80;81}, blockchain
20986,1691542399912,2,627,595,32,{77;76}, blockchain
20986,1691542399912,2,595,579,31,{75;73}, blockchain
20986,1691542399912,2,579,565,30,{74;72}, blockchain
20986,1691542399912,2,565,553,29,{71;79}, blockchain
20986,1691542399912,2,553,539,28,{70;78;69}, blockchain
20986,1691542399912,2,539,519,27,{68;65;67}, blockchain
20986,1691542399912,2,519,495,26,{66;64;60}, blockchain
20986,1691542399912,2,495,473,25,{63;62}, blockchain
20986,1691542399912,2,473,449,24,{58;61;57}, blockchain
20986,1691542399912,2,449,435,23,{59;56;55}, blockchain
20986,1691542399912,2,435,397,22,{54;51}, blockchain
20986,1691542399912,2,397,381,21,{48;52}, blockchain
20986,1691542399912,2,381,349,20,{47;43;46}, blockchain
20986,1691542399912,2,349,333,19,{44;45}, blockchain
20986,1691542399912,2,333,315,18,{53;42}, blockchain
20986,1691542399912,2,315,309,17,{49;50;39}, blockchain
20986,1691542399912,2,309,283,16,{40;38}, blockchain
20986,1691542399912,2,283,261,15,{37;31}, blockchain
20986,1691542399912,2,261,243,14,{33;30;41}, blockchain
20986,1691542399912,2,243,219,13,{34;35;36}, blockchain
20986,1691542399912,2,219,207,12,{29;28}, blockchain
20986,1691542399912,2,207,191,11,{26;32;27}, blockchain
20986,1691542399912,2,191,165,10,{23;24;22}, blockchain
20986,1691542399912,2,165,147,9,{21;25;20}, blockchain
20986,1691542399912,2,147,123,8,{18;19;13}, blockchain
20986,1691542399912,2,123,109,7,{15;17;16}, blockchain
20986,1691542399912,2,109,97,6,{11;8}, blockchain
20986,1691542399912,2,97,61,5,{14;10}, blockchain
20986,1691542399912,2,61,43,4,{6;4}, blockchain
20986,1691542399912,2,43,23,3,{5;7;3}, blockchain
20986,1691542399912,2,23,17,2,{12;9}, blockchain
20986,1691542399912,2,17,-1,1,{2;1}, blockchain
20986,1691542399913,3,799,783,41,{100;99;96}, blockchain
20986,1691542399913,3,783,763,40,{98;97}, blockchain
20986,1691542399913,3,763,735,39,{95;94;92}, blockchain
20986,1691542399913,3,735,721,38,{93;91}, blockchain
20986,1691542399913,3,721,689,37,{90;86;89}, blockchain
20986,1691542399913,3,689,675,36,{87;85;84}, blockchain
20986,1691542399913,3,675,657,35,{83;88}, blockchain
20986,1691542399913,3,657,637,34,{81;82}, blockchain
20986,1691542399913,3,637,617,33,{80;79}, blockchain
20986,1691542399913,3,617,599,32,{77;76}, blockchain
20986,1691542399913,3,599,587,31,{75;78}, blockchain
20986,1691542399913,3,587,569,30,{74;73}, blockchain
20986,1691542399913,3,569,533,29,{71;69;72}, blockchain
20986,1691542399913,3,533,513,28,{70;68;65}, blockchain
20986,1691542399913,3,513,501,27,{66;64;67}, blockchain
20986,1691542399913,3,501,485,26,{62;60}, blockchain
20986,1691542399913,3,485,463,25,{63;61}, blockchain
20986,1691542399913,3,463,441,24,{58;57;55}, blockchain
20986,1691542399913,3,441,425,23,{54;56}, blockchain
20986,1691542399913,3,425,407,22,{59;51}, blockchain
20986,1691542399913,3,407,371,21,{53;48;50}, blockchain
20986,1691542399913,3,371,363,20,{47;49}, blockchain
20986,1691542399913,3,363,331,19,{45;43}, blockchain
20986,1691542399913,3,331,311,18,{52;42;41}, blockchain
20986,1691542399913,3,311,301,17,{40;46}, blockchain
20986,1691542399913,3,301,289,16,{44;39}, blockchain
20986,1691542399913,3,289,279,15,{38;37}, blockchain
