SimTime, SysTime, NodeID, BlockID, ParentID, Height, BlockContent, EvtType, Difficulty, Cycles
133,1697669966331,3,1,-1,0,{1;2;3},Node Completes Validation,1.0E8,0.0
633,1697669966334,2,3,-1,0,{5;8;6},Node Completes Validation,1.0E8,0.0
726,1697669966335,3,5,-1,0,{4;9;7},Node Completes Validation,1.0E8,0.0
726,1697669966335,3,5,1,2,{4;9;7},Appended On Chain (parentless),1.0E8,0.0
966,1697669966337,2,7,-1,0,{11;10},Node Completes Validation,1.0E8,0.0
966,1697669966337,2,7,3,2,{11;10},Appended On Chain (parentless),1.0E8,0.0
983,1697669966338,1,9,-1,0,{5;1;4;2},Node Completes Validation,1.0E8,0.0
1104,1697669966339,1,11,-1,0,{12;6;3},Node Completes Validation,1.0E8,0.0
1104,1697669966339,1,11,9,2,{12;6;3},Appended On Chain (parentless),1.0E8,0.0
1108,1697669966339,2,13,-1,0,{1;4;2},Node Completes Validation,1.0E8,0.0
1108,1697669966339,2,13,7,3,{1;4;2},Appended On Chain (parentless),1.0E8,0.0
1155,1697669966340,3,15,-1,0,{13;5;6},Node Completes Validation,1.0E8,0.0
1155,1697669966340,3,15,5,3,{13;5;6},Appended On Chain (parentless),1.0E8,0.0
1410,1697669966341,1,17,-1,0,{15;7},Node Completes Validation,1.0E8,0.0
1410,1697669966341,1,17,11,3,{15;7},Appended On Chain (parentless),1.0E8,0.0
1571,1697669966342,3,19,-1,0,{12;14},Node Completes Validation,1.0E8,0.0
1571,1697669966342,3,19,15,4,{12;14},Appended On Chain (parentless),1.0E8,0.0
1621,1697669966343,2,21,-1,0,{12;7;3},Node Completes Validation,1.0E8,0.0
1621,1697669966343,2,21,13,4,{12;7;3},Appended On Chain (parentless),1.0E8,0.0
1697,1697669966343,1,23,-1,0,{8;9},Node Completes Validation,1.0E8,0.0
1697,1697669966343,1,23,17,4,{8;9},Appended On Chain (parentless),1.0E8,0.0
1749,1697669966344,3,25,-1,0,{17;8},Node Completes Validation,1.0E8,0.0
1749,1697669966344,3,25,19,5,{17;8},Appended On Chain (parentless),1.0E8,0.0
1781,1697669966345,1,27,-1,0,{13;11},Node Completes Validation,1.0E8,0.0
1781,1697669966345,1,27,23,5,{13;11},Appended On Chain (parentless),1.0E8,0.0
1841,1697669966345,2,29,-1,0,{16;9},Node Completes Validation,1.0E8,0.0
1841,1697669966345,2,29,21,5,{16;9},Appended On Chain (parentless),1.0E8,0.0
1980,1697669966346,3,31,-1,0,{11;10},Node Completes Validation,1.0E8,0.0
1980,1697669966346,3,31,25,6,{11;10},Appended On Chain (parentless),1.0E8,0.0
2136,1697669966346,2,33,-1,0,{13;18},Node Completes Validation,1.0E8,0.0
2136,1697669966346,2,33,29,6,{13;18},Appended On Chain (parentless),1.0E8,0.0
2239,1697669966347,1,35,-1,0,{14;10},Node Completes Validation,1.0E8,0.0
2239,1697669966347,1,35,27,6,{14;10},Appended On Chain (parentless),1.0E8,0.0
2513,1697669966348,3,37,-1,0,{20;19;15},Node Completes Validation,1.0E8,0.0
2513,1697669966348,3,37,31,7,{20;19;15},Appended On Chain (parentless),1.0E8,0.0
2517,1697669966349,2,39,-1,0,{21;14},Node Completes Validation,1.0E8,0.0
2517,1697669966349,2,39,33,7,{21;14},Appended On Chain (parentless),1.0E8,0.0
2574,1697669966350,1,41,-1,0,{16;17},Node Completes Validation,1.0E8,0.0
2574,1697669966350,1,41,35,7,{16;17},Appended On Chain (parentless),1.0E8,0.0
2693,1697669966351,2,43,-1,0,{17;15},Node Completes Validation,1.0E8,0.0
2693,1697669966351,2,43,39,8,{17;15},Appended On Chain (parentless),1.0E8,0.0
2965,1697669966352,1,45,-1,0,{20;19;22},Node Completes Validation,1.0E8,0.0
2965,1697669966352,1,45,41,8,{20;19;22},Appended On Chain (parentless),1.0E8,0.0
3073,1697669966352,2,47,-1,0,{20;23;19},Node Completes Validation,1.0E8,0.0
3073,1697669966352,2,47,43,9,{20;23;19},Appended On Chain (parentless),1.0E8,0.0
3225,1697669966353,3,49,-1,0,{21;16},Node Completes Validation,1.0E8,0.0
3225,1697669966353,3,49,37,8,{21;16},Appended On Chain (parentless),1.0E8,0.0
3290,1697669966354,1,51,-1,0,{21;25;24},Node Completes Validation,1.0E8,0.0
3290,1697669966354,1,51,45,9,{21;25;24},Appended On Chain (parentless),1.0E8,0.0
3306,1697669966354,1,53,-1,0,{26;18},Node Completes Validation,1.0E8,0.0
3306,1697669966354,1,53,51,10,{26;18},Appended On Chain (parentless),1.0E8,0.0
3372,1697669966355,3,55,-1,0,{27;18},Node Completes Validation,1.0E8,0.0
3372,1697669966355,3,55,49,9,{27;18},Appended On Chain (parentless),1.0E8,0.0
3637,1697669966357,1,57,-1,0,{28;23;29},Node Completes Validation,1.0E8,0.0
3637,1697669966357,1,57,53,11,{28;23;29},Appended On Chain (parentless),1.0E8,0.0
3959,1697669966358,3,59,-1,0,{23;31;22},Node Completes Validation,1.0E8,0.0
3959,1697669966358,3,59,55,10,{23;31;22},Appended On Chain (parentless),1.0E8,0.0
4003,1697669966359,2,61,-1,0,{33;32;22},Node Completes Validation,1.0E8,0.0
4003,1697669966359,2,61,47,10,{33;32;22},Appended On Chain (parentless),1.0E8,0.0
