SimTime, SysTime, NodeID, BlockID, ParentID, Height, BlockContent, EvtType, Difficulty, Cycles
11009750,1700526423843,2,3,-1,0,{21;13;53;28;54;60},Node Completes Validation,1.0E17,1.2691966969249121E11
11016692,1700526423845,1,3,-1,1,{21;13;53;28;54;60},Node Receives Propagated Block,-1.0,-1.0
11017084,1700526423845,3,3,-1,1,{21;13;53;28;54;60},Node Receives Propagated Block,-1.0,-1.0
11838088,1700526423846,2,5,-1,0,{82;63;30;11;94},Node Completes Validation,1.0E17,9.549574716458984E9
11838088,1700526423846,2,5,3,2,{82;63;30;11;94},Appended On Chain (parentless),1.0E17,9.549574716458984E9
11846108,1700526423848,1,5,3,2,{82;63;30;11;94},Node Receives Propagated Block,-1.0,-1.0
11846108,1700526423848,1,5,3,2,{82;63;30;11;94},Appended On Chain (w/ parent),-1.0,-1.0
11846561,1700526423848,3,5,3,2,{82;63;30;11;94},Node Receives Propagated Block,-1.0,-1.0
11846561,1700526423848,3,5,3,2,{82;63;30;11;94},Appended On Chain (w/ parent),-1.0,-1.0
13257289,1700526423848,3,7,-1,0,{21;13;53;28;54;60},Node Completes Validation,1.0E17,1.340812186395E11
13257289,1700526423848,3,7,-1,0,{21;13;53;28;54;60},Discarding own Block (ERROR),1.0E17,1.340812186395E11
14976685,1700526423849,3,9,-1,0,{82;63;30;11;94},Node Completes Validation,1.0E17,1.73897562195E10
14976685,1700526423849,3,9,-1,0,{82;63;30;11;94},Discarding own Block (ERROR),1.0E17,1.73897562195E10
17854234,1700526423850,3,11,-1,0,{72;26;37;73;87},Node Completes Validation,1.0E17,2.9103170892375E10
17854234,1700526423850,3,11,5,3,{72;26;37;73;87},Appended On Chain (parentless),1.0E17,2.9103170892375E10
17861518,1700526423851,1,11,5,3,{72;26;37;73;87},Node Receives Propagated Block,-1.0,-1.0
17861518,1700526423851,1,11,5,3,{72;26;37;73;87},Appended On Chain (w/ parent),-1.0,-1.0
17862601,1700526423851,2,11,5,3,{72;26;37;73;87},Node Receives Propagated Block,-1.0,-1.0
17862601,1700526423851,2,11,5,3,{72;26;37;73;87},Appended On Chain (w/ parent),-1.0,-1.0
20317159,1700526423852,2,13,-1,0,{72;26;37;73;87},Node Completes Validation,1.0E17,9.775178977743457E10
20317159,1700526423852,2,13,-1,0,{72;26;37;73;87},Discarding own Block (ERROR),1.0E17,9.775178977743457E10
21933253,1700526423852,1,15,-1,0,{21;13;53;28;54;60},Node Completes Validation,1.0E17,2.864563932313086E11
21933253,1700526423852,1,15,-1,0,{21;13;53;28;54;60},Discarding own Block (ERROR),1.0E17,2.864563932313086E11
24018348,1700526423853,1,17,-1,0,{82;63;30;11;94},Node Completes Validation,1.0E17,2.7233332128623047E10
24018348,1700526423853,1,17,-1,0,{82;63;30;11;94},Discarding own Block (ERROR),1.0E17,2.7233332128623047E10
27055191,1700526423853,3,19,-1,0,{16;77;52;38;44},Node Completes Validation,1.0E17,9.3057328978375E10
27055191,1700526423853,3,19,11,4,{16;77;52;38;44},Appended On Chain (parentless),1.0E17,9.3057328978375E10
27063032,1700526423854,1,19,11,4,{16;77;52;38;44},Node Receives Propagated Block,-1.0,-1.0
27063032,1700526423854,1,19,11,4,{16;77;52;38;44},Appended On Chain (w/ parent),-1.0,-1.0
27064198,1700526423855,2,19,11,4,{16;77;52;38;44},Node Receives Propagated Block,-1.0,-1.0
27064198,1700526423855,2,19,11,4,{16;77;52;38;44},Appended On Chain (w/ parent),-1.0,-1.0
28558787,1700526423855,3,21,-1,0,{93;46;35;91;49},Node Completes Validation,1.0E17,1.52071819945E10
28558787,1700526423855,3,21,19,5,{93;46;35;91;49},Appended On Chain (parentless),1.0E17,1.52071819945E10
28566403,1700526423856,1,21,19,5,{93;46;35;91;49},Node Receives Propagated Block,-1.0,-1.0
28566403,1700526423856,1,21,19,5,{93;46;35;91;49},Appended On Chain (w/ parent),-1.0,-1.0
28567535,1700526423857,2,21,19,5,{93;46;35;91;49},Node Receives Propagated Block,-1.0,-1.0
28567535,1700526423857,2,21,19,5,{93;46;35;91;49},Appended On Chain (w/ parent),-1.0,-1.0
32229512,1700526423857,3,23,-1,0,{48;17;43;25;76},Node Completes Validation,1.0E17,3.7125253809375E10
32229512,1700526423857,3,23,21,6,{48;17;43;25;76},Appended On Chain (parentless),1.0E17,3.7125253809375E10
32236964,1700526423858,1,23,21,6,{48;17;43;25;76},Node Receives Propagated Block,-1.0,-1.0
32236964,1700526423858,1,23,21,6,{48;17;43;25;76},Appended On Chain (w/ parent),-1.0,-1.0
32238073,1700526423859,2,23,21,6,{48;17;43;25;76},Node Receives Propagated Block,-1.0,-1.0
32238073,1700526423859,2,23,21,6,{48;17;43;25;76},Appended On Chain (w/ parent),-1.0,-1.0
47082376,1700526423860,1,25,-1,0,{72;26;37;73;87},Node Completes Validation,1.0E17,3.012382336286172E11
47082376,1700526423860,1,25,-1,0,{72;26;37;73;87},Discarding own Block (ERROR),1.0E17,3.012382336286172E11
48374496,1700526423860,2,27,-1,0,{16;77;52;38;44},Node Completes Validation,1.0E17,3.2346172217907324E11
48374496,1700526423860,2,27,-1,0,{16;77;52;38;44},Discarding own Block (ERROR),1.0E17,3.2346172217907324E11
57956515,1700526423861,1,29,-1,0,{16;77;52;38;44},Node Completes Validation,1.0E17,1.420266409922871E11
57956515,1700526423861,1,29,-1,0,{16;77;52;38;44},Discarding own Block (ERROR),1.0E17,1.420266409922871E11
62710922,1700526423861,1,31,-1,0,{93;46;35;91;49},Node Completes Validation,1.0E17,6.209709625012305E10
62710922,1700526423861,1,31,-1,0,{93;46;35;91;49},Discarding own Block (ERROR),1.0E17,6.209709625012305E10
64003297,1700526423862,3,33,-1,0,{70;12;78;62;99;20},Node Completes Validation,1.0E17,3.21356089766875E11
64003297,1700526423862,3,33,23,7,{70;12;78;62;99;20},Appended On Chain (parentless),1.0E17,3.21356089766875E11
64011672,1700526423863,1,33,23,7,{70;12;78;62;99;20},Node Receives Propagated Block,-1.0,-1.0
64011672,1700526423863,1,33,23,7,{70;12;78;62;99;20},Appended On Chain (w/ parent),-1.0,-1.0
64012918,1700526423863,2,33,23,7,{70;12;78;62;99;20},Node Receives Propagated Block,-1.0,-1.0
64012918,1700526423863,2,33,23,7,{70;12;78;62;99;20},Appended On Chain (w/ parent),-1.0,-1.0
64404459,1700526423864,1,35,-1,0,{48;17;43;25;76},Node Completes Validation,1.0E17,2.211921068014258E10
64404459,1700526423864,1,35,-1,0,{48;17;43;25;76},Discarding own Block (ERROR),1.0E17,2.211921068014258E10
69616209,1700526423865,1,37,-1,0,{70;12;78;62;99;20},Node Completes Validation,1.0E17,6.807043262841797E10
69616209,1700526423865,1,37,-1,0,{70;12;78;62;99;20},Discarding own Block (ERROR),1.0E17,6.807043262841797E10
74571657,1700526423865,1,39,-1,0,{55;86;57;95;90},Node Completes Validation,1.0E17,6.4722883719984375E10
74571657,1700526423865,1,39,33,8,{55;86;57;95;90},Appended On Chain (parentless),1.0E17,6.4722883719984375E10
74579287,1700526423866,3,39,33,8,{55;86;57;95;90},Node Receives Propagated Block,-1.0,-1.0
74579287,1700526423866,3,39,33,8,{55;86;57;95;90},Appended On Chain (w/ parent),-1.0,-1.0
74579952,1700526423866,2,39,33,8,{55;86;57;95;90},Node Receives Propagated Block,-1.0,-1.0
74579952,1700526423866,2,39,33,8,{55;86;57;95;90},Appended On Chain (w/ parent),-1.0,-1.0
75281685,1700526423866,3,41,-1,0,{55;86;57;95;90},Node Completes Validation,1.0E17,1.140682064335E11
75281685,1700526423866,3,41,-1,0,{55;86;57;95;90},Discarding own Block (ERROR),1.0E17,1.140682064335E11
80749571,1700526423867,1,43,-1,0,{39;14;36;59},Node Completes Validation,1.0E17,8.068945723051953E10
80749571,1700526423867,1,43,39,9,{39;14;36;59},Appended On Chain (parentless),1.0E17,8.068945723051953E10
80756281,1700526423867,3,43,39,9,{39;14;36;59},Node Receives Propagated Block,-1.0,-1.0
80756281,1700526423867,3,43,39,9,{39;14;36;59},Appended On Chain (w/ parent),-1.0,-1.0
80756866,1700526423867,2,43,39,9,{39;14;36;59},Node Receives Propagated Block,-1.0,-1.0
80756866,1700526423867,2,43,39,9,{39;14;36;59},Appended On Chain (w/ parent),-1.0,-1.0
80894629,1700526423868,1,45,-1,0,{61;71;5;79;41},Node Completes Validation,1.0E17,1.8945960217226562E9
80894629,1700526423868,1,45,43,10,{61;71;5;79;41},Appended On Chain (parentless),1.0E17,1.8945960217226562E9
80902492,1700526423868,3,45,43,10,{61;71;5;79;41},Node Receives Propagated Block,-1.0,-1.0
80902492,1700526423868,3,45,43,10,{61;71;5;79;41},Appended On Chain (w/ parent),-1.0,-1.0
80903178,1700526423869,2,45,43,10,{61;71;5;79;41},Node Receives Propagated Block,-1.0,-1.0
80903178,1700526423869,2,45,43,10,{61;71;5;79;41},Appended On Chain (w/ parent),-1.0,-1.0
81603993,1700526423869,1,47,-1,0,{1;27;42;84},Node Completes Validation,1.0E17,9.264971338039062E9
81603993,1700526423869,1,47,45,11,{1;27;42;84},Appended On Chain (parentless),1.0E17,9.264971338039062E9
81611054,1700526423870,3,47,45,11,{1;27;42;84},Node Receives Propagated Block,-1.0,-1.0
81611054,1700526423870,3,47,45,11,{1;27;42;84},Appended On Chain (w/ parent),-1.0,-1.0
81611670,1700526423870,2,47,45,11,{1;27;42;84},Node Receives Propagated Block,-1.0,-1.0
81611670,1700526423870,2,47,45,11,{1;27;42;84},Appended On Chain (w/ parent),-1.0,-1.0
82895842,1700526423871,1,49,-1,0,{18;45;8;10},Node Completes Validation,1.0E17,1.6872781756720703E10
82895842,1700526423871,1,49,47,12,{18;45;8;10},Appended On Chain (parentless),1.0E17,1.6872781756720703E10
82903393,1700526423871,3,49,47,12,{18;45;8;10},Node Receives Propagated Block,-1.0,-1.0
82903393,1700526423871,3,49,47,12,{18;45;8;10},Appended On Chain (w/ parent),-1.0,-1.0
82904051,1700526423872,2,49,47,12,{18;45;8;10},Node Receives Propagated Block,-1.0,-1.0
82904051,1700526423872,2,49,47,12,{18;45;8;10},Appended On Chain (w/ parent),-1.0,-1.0
83510108,1700526423872,1,51,-1,0,{83;97;85;88;58},Node Completes Validation,1.0E17,8.022900632019531E9
83510108,1700526423872,1,51,49,13,{83;97;85;88;58},Appended On Chain (parentless),1.0E17,8.022900632019531E9
83517898,1700526423873,3,51,49,13,{83;97;85;88;58},Node Receives Propagated Block,-1.0,-1.0
83517898,1700526423873,3,51,49,13,{83;97;85;88;58},Appended On Chain (w/ parent),-1.0,-1.0
83518577,1700526423874,2,51,49,13,{83;97;85;88;58},Node Receives Propagated Block,-1.0,-1.0
83518577,1700526423874,2,51,49,13,{83;97;85;88;58},Appended On Chain (w/ parent),-1.0,-1.0
83932219,1700526423874,2,53,-1,0,{93;46;35;91;49},Node Completes Validation,1.0E17,4.0993064731504785E11
83932219,1700526423874,2,53,-1,0,{93;46;35;91;49},Discarding own Block (ERROR),1.0E17,4.0993064731504785E11
85658276,1700526423875,2,55,-1,0,{48;17;43;25;76},Node Completes Validation,1.0E17,1.9899014999151367E10
85658276,1700526423875,2,55,-1,0,{48;17;43;25;76},Discarding own Block (ERROR),1.0E17,1.9899014999151367E10
86185858,1700526423875,3,57,-1,0,{39;14;36;59},Node Completes Validation,1.0E17,1.10283442700375E11
86185858,1700526423875,3,57,-1,0,{39;14;36;59},Discarding own Block (ERROR),1.0E17,1.10283442700375E11
87471837,1700526423875,1,59,-1,0,{67;33;47;32;23},Node Completes Validation,1.0E17,5.174396450070508E10
87471837,1700526423875,1,59,51,14,{67;33;47;32;23},Appended On Chain (parentless),1.0E17,5.174396450070508E10
87479793,1700526423876,3,59,51,14,{67;33;47;32;23},Node Receives Propagated Block,-1.0,-1.0
87479793,1700526423876,3,59,51,14,{67;33;47;32;23},Appended On Chain (w/ parent),-1.0,-1.0
87480487,1700526423876,2,59,51,14,{67;33;47;32;23},Node Receives Propagated Block,-1.0,-1.0
87480487,1700526423876,2,59,51,14,{67;33;47;32;23},Appended On Chain (w/ parent),-1.0,-1.0
88396211,1700526423876,1,61,-1,0,{69;4;19;56;65},Node Completes Validation,1.0E17,1.2073207289386719E10
88396211,1700526423876,1,61,59,15,{69;4;19;56;65},Appended On Chain (parentless),1.0E17,1.2073207289386719E10
88404468,1700526423876,3,61,59,15,{69;4;19;56;65},Node Receives Propagated Block,-1.0,-1.0
88404468,1700526423876,3,61,59,15,{69;4;19;56;65},Appended On Chain (w/ parent),-1.0,-1.0
88405188,1700526423877,2,61,59,15,{69;4;19;56;65},Node Receives Propagated Block,-1.0,-1.0
88405188,1700526423877,2,61,59,15,{69;4;19;56;65},Appended On Chain (w/ parent),-1.0,-1.0
92287968,1700526423877,1,63,-1,0,{15;40;81;9},Node Completes Validation,1.0E17,5.0830063351978516E10
92287968,1700526423877,1,63,61,16,{15;40;81;9},Appended On Chain (parentless),1.0E17,5.0830063351978516E10
92294723,1700526423877,3,63,61,16,{15;40;81;9},Node Receives Propagated Block,-1.0,-1.0
92294723,1700526423877,3,63,61,16,{15;40;81;9},Appended On Chain (w/ parent),-1.0,-1.0
92295312,1700526423878,2,63,61,16,{15;40;81;9},Node Receives Propagated Block,-1.0,-1.0
92295312,1700526423878,2,63,61,16,{15;40;81;9},Appended On Chain (w/ parent),-1.0,-1.0
93649069,1700526423878,3,65,-1,0,{61;71;5;79;41},Node Completes Validation,1.0E17,7.5481983152625E10
93649069,1700526423878,3,65,-1,0,{61;71;5;79;41},Discarding own Block (ERROR),1.0E17,7.5481983152625E10
97197660,1700526423879,2,67,-1,0,{70;12;78;62;99;20},Node Completes Validation,1.0E17,1.3303290406803906E11
97197660,1700526423879,2,67,-1,0,{70;12;78;62;99;20},Discarding own Block (ERROR),1.0E17,1.3303290406803906E11
98240060,1700526423879,2,69,-1,0,{55;86;57;95;90},Node Completes Validation,1.0E17,1.201740917890625E10
98240060,1700526423879,2,69,-1,0,{55;86;57;95;90},Discarding own Block (ERROR),1.0E17,1.201740917890625E10
98352088,1700526423880,1,71,-1,0,{64;75;98;74},Node Completes Validation,1.0E17,7.920319890835938E10
98352088,1700526423880,1,71,63,17,{64;75;98;74},Appended On Chain (parentless),1.0E17,7.920319890835938E10
98359611,1700526423880,3,71,63,17,{64;75;98;74},Node Receives Propagated Block,-1.0,-1.0
98359611,1700526423880,3,71,63,17,{64;75;98;74},Appended On Chain (w/ parent),-1.0,-1.0
98360267,1700526423881,2,71,63,17,{64;75;98;74},Node Receives Propagated Block,-1.0,-1.0
98360267,1700526423881,2,71,63,17,{64;75;98;74},Appended On Chain (w/ parent),-1.0,-1.0
99724200,1700526423881,3,73,-1,0,{1;27;42;84},Node Completes Validation,1.0E17,6.1443115542625E10
99724200,1700526423881,3,73,-1,0,{1;27;42;84},Discarding own Block (ERROR),1.0E17,6.1443115542625E10
100238762,1700526423882,2,75,-1,0,{39;14;36;59},Node Completes Validation,1.0E17,2.3042229240884766E10
100238762,1700526423882,2,75,-1,0,{39;14;36;59},Discarding own Block (ERROR),1.0E17,2.3042229240884766E10
103930078,1700526423882,2,77,-1,0,{61;71;5;79;41},Node Completes Validation,1.0E17,4.255569338127734E10
103930078,1700526423882,2,77,-1,0,{61;71;5;79;41},Discarding own Block (ERROR),1.0E17,4.255569338127734E10
107935533,1700526423883,3,79,-1,0,{18;45;8;10},Node Completes Validation,1.0E17,8.3048395545375E10
107935533,1700526423883,3,79,-1,0,{18;45;8;10},Discarding own Block (ERROR),1.0E17,8.3048395545375E10
109204016,1700526423883,3,81,-1,0,{83;97;85;88;58},Node Completes Validation,1.0E17,1.2829278501625E10
109204016,1700526423883,3,81,-1,0,{83;97;85;88;58},Discarding own Block (ERROR),1.0E17,1.2829278501625E10
112364589,1700526423884,2,83,-1,0,{1;27;42;84},Node Completes Validation,1.0E17,9.72380755093877E10
112364589,1700526423884,2,83,-1,0,{1;27;42;84},Discarding own Block (ERROR),1.0E17,9.72380755093877E10
119583980,1700526423884,3,85,-1,0,{67;33;47;32;23},Node Completes Validation,1.0E17,1.049816584005E11
119583980,1700526423884,3,85,-1,0,{67;33;47;32;23},Discarding own Block (ERROR),1.0E17,1.049816584005E11
129330991,1700526423885,2,87,-1,0,{18;45;8;10},Node Completes Validation,1.0E17,1.9559880576344336E11
129330991,1700526423885,2,87,-1,0,{18;45;8;10},Discarding own Block (ERROR),1.0E17,1.9559880576344336E11
129986634,1700526423885,3,89,-1,0,{69;4;19;56;65},Node Completes Validation,1.0E17,1.0521114222425E11
129986634,1700526423885,3,89,-1,0,{69;4;19;56;65},Discarding own Block (ERROR),1.0E17,1.0521114222425E11
131697117,1700526423886,1,91,-1,0,{2;6;31;22;89},Node Completes Validation,1.0E17,4.355179258477754E11
131697117,1700526423886,1,91,71,18,{2;6;31;22;89},Appended On Chain (parentless),1.0E17,4.355179258477754E11
131705062,1700526423887,3,91,71,18,{2;6;31;22;89},Node Receives Propagated Block,-1.0,-1.0
131705062,1700526423887,3,91,71,18,{2;6;31;22;89},Appended On Chain (w/ parent),-1.0,-1.0
131705755,1700526423887,2,91,71,18,{2;6;31;22;89},Node Receives Propagated Block,-1.0,-1.0
131705755,1700526423887,2,91,71,18,{2;6;31;22;89},Appended On Chain (w/ parent),-1.0,-1.0
134992219,1700526423887,1,93,-1,0,{50;7;92;100},Node Completes Validation,1.0E17,4.303717919983984E10
134992219,1700526423887,1,93,91,19,{50;7;92;100},Appended On Chain (parentless),1.0E17,4.303717919983984E10
134999320,1700526423888,3,93,91,19,{50;7;92;100},Node Receives Propagated Block,-1.0,-1.0
