NodeID, HashPower (GH/s), ElectricPower (W), ElectricityCost (USD/kWh), TotalCycles
1,5.0E7,1386.7687,0.14744024,0.0
2,11528.597,1350.5317,0.06510195,2.480537085298426E12
3,10113.875,1416.3602,0.07063267,1.819004722391625E12
