NodeID, HashPower (GH/s), ElectricPower (W), ElectricityCost (USD/kWh), TotalCycles
1,13060.955,1386.7687,0.14744024,9.259452431470801E11
2,11528.597,1350.5317,0.06510195,5.408609198062588E11
3,10113.875,1416.3602,0.07063267,5.74476443946875E11
