SimTime, SysTime, NodeID, BlockID, ParentID, Height, BlockContent, EvtType, Difficulty, Cycles
8610800,1701362227443,2,3,-1,0,{21;13;53;28;54;60},Node Completes Validation,1.0E17,9.926314268775488E10
8617742,1701362227446,1,3,-1,1,{21;13;53;28;54;60},Node Receives Propagated Block,-1.0,-1.0
8618134,1701362227446,3,3,-1,1,{21;13;53;28;54;60},Node Receives Propagated Block,-1.0,-1.0
16231079,1701362227446,2,5,-1,0,{82;63;30;11;94},Node Completes Validation,1.0E17,8.785112317769238E10
16231079,1701362227446,2,5,3,2,{82;63;30;11;94},Appended On Chain (parentless),1.0E17,8.785112317769238E10
16239099,1701362227447,1,5,3,2,{82;63;30;11;94},Node Receives Propagated Block,-1.0,-1.0
16239099,1701362227447,1,5,3,2,{82;63;30;11;94},Appended On Chain (w/ parent),-1.0,-1.0
16239552,1701362227448,3,5,3,2,{82;63;30;11;94},Node Receives Propagated Block,-1.0,-1.0
16239552,1701362227448,3,5,3,2,{82;63;30;11;94},Appended On Chain (w/ parent),-1.0,-1.0
19896952,1701362227448,2,7,-1,0,{72;26;37;73;87},Node Completes Validation,1.0E17,4.2262371295956055E10
19896952,1701362227448,2,7,5,3,{72;26;37;73;87},Appended On Chain (parentless),1.0E17,4.2262371295956055E10
19904871,1701362227449,1,7,5,3,{72;26;37;73;87},Node Receives Propagated Block,-1.0,-1.0
19904871,1701362227449,1,7,5,3,{72;26;37;73;87},Appended On Chain (w/ parent),-1.0,-1.0
19905319,1701362227449,3,7,5,3,{72;26;37;73;87},Node Receives Propagated Block,-1.0,-1.0
19905319,1701362227449,3,7,5,3,{72;26;37;73;87},Appended On Chain (w/ parent),-1.0,-1.0
20705427,1701362227449,2,9,-1,0,{16;77;52;38;44},Node Completes Validation,1.0E17,9.320582200610352E9
20705427,1701362227449,2,9,7,4,{16;77;52;38;44},Appended On Chain (parentless),1.0E17,9.320582200610352E9
20713951,1701362227450,1,9,7,4,{16;77;52;38;44},Node Receives Propagated Block,-1.0,-1.0
20713951,1701362227450,1,9,7,4,{16;77;52;38;44},Appended On Chain (w/ parent),-1.0,-1.0
20714434,1701362227450,3,9,7,4,{16;77;52;38;44},Node Receives Propagated Block,-1.0,-1.0
20714434,1701362227450,3,9,7,4,{16;77;52;38;44},Appended On Chain (w/ parent),-1.0,-1.0
24451074,1701362227450,2,11,-1,0,{93;46;35;91;49},Node Completes Validation,1.0E17,4.3182053567481445E10
24451074,1701362227450,2,11,9,5,{93;46;35;91;49},Appended On Chain (parentless),1.0E17,4.3182053567481445E10
24459354,1701362227451,1,11,9,5,{93;46;35;91;49},Node Receives Propagated Block,-1.0,-1.0
24459354,1701362227451,1,11,9,5,{93;46;35;91;49},Appended On Chain (w/ parent),-1.0,-1.0
24459822,1701362227451,3,11,9,5,{93;46;35;91;49},Node Receives Propagated Block,-1.0,-1.0
24459822,1701362227451,3,11,9,5,{93;46;35;91;49},Appended On Chain (w/ parent),-1.0,-1.0
31930451,1701362227452,3,13,-1,0,{21;13;53;28;54;60},Node Completes Validation,1.0E17,3.2293924496225E11
31930451,1701362227452,3,13,-1,0,{21;13;53;28;54;60},Discarding own Block (ERROR),1.0E17,3.2293924496225E11
33801855,1701362227452,3,15,-1,0,{82;63;30;11;94},Node Completes Validation,1.0E17,1.89271461305E10
33801855,1701362227452,3,15,-1,0,{82;63;30;11;94},Discarding own Block (ERROR),1.0E17,1.89271461305E10
38273333,1701362227452,2,17,-1,0,{48;17;43;25;76},Node Completes Validation,1.0E17,1.5935124921318066E11
38273333,1701362227452,2,17,11,6,{48;17;43;25;76},Appended On Chain (parentless),1.0E17,1.5935124921318066E11
38281435,1701362227453,1,17,11,6,{48;17;43;25;76},Node Receives Propagated Block,-1.0,-1.0
38281435,1701362227453,1,17,11,6,{48;17;43;25;76},Appended On Chain (w/ parent),-1.0,-1.0
38281894,1701362227453,3,17,11,6,{48;17;43;25;76},Node Receives Propagated Block,-1.0,-1.0
38281894,1701362227453,3,17,11,6,{48;17;43;25;76},Appended On Chain (w/ parent),-1.0,-1.0
